ID,rating,review,product,price,ttr,words_per_t_unit,words_per_clauses,flesch_reading_ease,l2sca_W,l2sca_S,l2sca_VP,l2sca_C,l2sca_T,l2sca_DC,l2sca_CT,l2sca_CP,l2sca_CN,l2sca_MLS,l2sca_MLT,l2sca_MLC,l2sca_C/S,l2sca_VP/T,l2sca_C/T,l2sca_DC/C,l2sca_DC/T,l2sca_T/S,l2sca_CT/T,l2sca_CP/T,l2sca_CP/C,l2sca_CN/T,l2sca_CN/C,lca_wordtypes,lca_swordtypes,lca_lextypes,lca_slextypes,lca_wordtokens,lca_swordtokens,lca_lextokens,lca_slextokens,lca_ld,lca_ls1,lca_ls2,lca_vs1,lca_vs2,lca_cvs1,lca_ndw,lca_ndwz,lca_ndwerz,lca_ndwesz,lca_ttr,lca_msttr,lca_cttr,lca_rttr,lca_logttr,lca_uber,lca_lv,lca_vv1,lca_svv1,lca_cvv1,lca_vv2,lca_nv,lca_adjv,lca_advv,lca_modv
B0000DBYKI,5.0,this program is great bought for my  year old son who displays a lot of creativity but is already knowledgeable of the computer so thought this would be a good program to utilize his skills  i found that click and create was similar to photoshop which is amazing because hell already be learning skills for when hes olderthe navigation is easy and mia the character is adorable my sons favourite part is making the gift cards where he finds excuses to make cards all the time now for the littlest of occasions great product,click amp create with mia,15.88,0.7340425531914894,94.0,7.833333333333333,-7.02,94,1,17,12,1,10,1,3,13,94.0,94.0,7.8333,12.0,17.0,12.0,0.8333,10.0,1.0,1.0,3.0,0.25,13.0,1.0833,46,13,41,13,62,13,48,13,0.77,0.27,0.28,0.36,1.79,0.94,46,38,38.2,38.5,0.74,0.76,4.13,5.84,0.93,24.78,0.85,0.86,10.29,2.27,0.25,0.83,0.19,0.0,0.19
B00BFNCFXG,5.0,simple accurate intuitiveawesome  i dont know how much better priceyer professional video software is because ive never had the pleasure  for someone like me who just wanted to make clip vids that didnt look like garbage or mix in background music to spoken word with a ton of effects options no less this is the bees knees  if you want a thrifty yet powerful tool for your software suite dont hesitate and get corel you will be pleased,videostudio ultimate  old version,25.33,0.8846153846153846,78.0,8.666666666666666,9.23,78,1,10,9,1,8,1,3,10,78.0,78.0,8.6667,9.0,10.0,9.0,0.8889,8.0,1.0,1.0,3.0,0.3333,10.0,1.1111,47,17,42,17,52,18,45,18,0.87,0.4,0.36,0.22,0.44,0.47,47,46,45.2,45.2,0.9,0.92,4.61,6.52,0.97,67.07,0.93,0.89,7.11,1.89,0.18,0.96,0.22,0.02,0.24
B0014A0UFA,1.0,i am a student teacher looking for a other methods to make learning more fun and effective i wanted a well rounded software to aid in elementary education there are no grammar lessons except a parts of speech video  what about the intricacies to the rules of grammar  there are none available  the same for the other subjects i hope to return this product for something better there will be no mastering of elementary with this product if you are looking for a software that goes in the the heart of subject content this is not the software for you,weekly reader learning system mastering elementary school ,23.64,0.62,100.0,11.11111111111111,-13.11,100,1,13,9,1,4,1,0,15,100.0,100.0,11.1111,9.0,13.0,9.0,0.4444,4.0,1.0,1.0,0.0,0.0,15.0,1.6667,40,6,38,6,55,8,48,8,0.87,0.17,0.15,0.0,0.0,0.0,40,38,37.6,38.0,0.73,0.76,3.81,5.39,0.92,21.9,0.79,0.9,8.1,2.01,0.19,0.81,0.17,0.02,0.19
B01EB06QUM,5.0,could not be without for formatting legal documents runs circles around word in ease of use reveal codes indispensable to clean docs take a look at all the junk that ends up in word docs after a few cut and pastes have used since early  and just gets better with the years and price is great i remember paying something like  for pro edition in the ,corel wordperfect office  home amp student edition for pc old version,47.25,0.8484848484848485,66.0,9.428571428571429,29.87,66,1,10,7,1,4,1,2,12,66.0,66.0,9.4286,7.0,10.0,7.0,0.5714,4.0,1.0,1.0,2.0,0.2857,12.0,1.7143,37,8,33,8,41,9,36,9,0.88,0.25,0.22,0.11,0.11,0.24,37,37,37.0,37.0,0.9,0.9,4.09,5.78,0.97,58.34,0.92,1.0,9.0,2.12,0.25,0.89,0.19,0.06,0.25
B005LTV8G0,5.0,i cant believe how well this works windows runs flawlessly along side osx this is very user friendly you just install vm ware and windows and thats all there is to it you dont need to be great with computers i use an imac with thunder bolt display and i have windows open on the second display,vmware fusion  old version,39.99,0.7894736842105263,57.0,6.333333333333333,39.0,57,1,12,9,1,3,1,2,4,57.0,57.0,6.3333,9.0,12.0,9.0,0.3333,3.0,1.0,1.0,2.0,0.2222,4.0,0.4444,31,12,28,12,37,12,32,12,0.86,0.38,0.39,0.4,1.6,0.89,31,31,31.0,31.0,0.84,0.84,3.6,5.1,0.95,32.0,0.88,1.0,10.0,2.24,0.31,0.8,0.09,0.12,0.22
B00IT6WQDQ,1.0,ms office  bad bad baddont think you can make nice spreadsheet with links to each othersonce you do you can not use it on the cloud anymore it breaks the links constantlyso the whole idea of using your office  online from the cloud not happeningand if you thought to use it as your back up not happeningwhat is the point of office ,microsoft office  personal   subscription  user pcmac download,69.99,0.6612903225806451,62.0,7.75,33.93,62,1,10,8,1,3,1,0,7,62.0,62.0,7.75,8.0,10.0,8.0,0.375,3.0,1.0,1.0,0.0,0.0,7.0,0.875,24,8,21,8,34,9,29,9,0.85,0.31,0.33,0.2,0.4,0.45,24,24,24.0,24.0,0.71,0.71,2.91,4.12,0.9,15.51,0.72,0.7,4.9,1.57,0.24,0.71,0.14,0.0,0.14
B00GRFIIHO,1.0,would give it  stars if i could figure out how ran it for about  hours as many who love music would only to have my ridiculously overspecced mac pro brought to its knees by the insane memory usage of this app i uninstalled it and wasnt able to listen to amazon music on my mac anymore,amazon music mac download,0.0,0.8214285714285714,56.0,9.333333333333334,40.02,56,1,9,6,1,5,1,1,5,56.0,56.0,9.3333,6.0,9.0,6.0,0.8333,5.0,1.0,1.0,1.0,0.1667,5.0,0.8333,29,13,24,11,32,14,27,12,0.84,0.44,0.45,0.33,1.0,0.71,29,29,29.0,29.0,0.91,0.91,3.62,5.13,0.97,52.99,0.89,1.0,9.0,2.12,0.33,0.8,0.22,0.07,0.3
B001HOD50K,1.0,i used tax cut last year  what a mistake  it is not nearly as intuitive as turbo tax has little to no explanations for the items it is asking for and worst of all if you put information in then back track and put in the same information you always end up with different numbers for the return  theyre generally close but roughly  to  dollars off  from the same numbersunless your taxes are so simple you cant make a mistake i would stay as far away as possible from this  then again if they are that simple use the irs free file instead  but dont pay money for taxcut, hampr block taxcut  premium federal  state  efile old version,6.99,0.7247706422018348,109.0,9.909090909090908,-22.25,109,1,13,11,1,8,1,2,10,109.0,109.0,9.9091,11.0,13.0,11.0,0.7273,8.0,1.0,1.0,2.0,0.1818,10.0,0.9091,54,10,44,9,67,10,54,9,0.81,0.17,0.19,0.18,0.36,0.43,54,41,43.0,41.8,0.81,0.82,4.66,6.6,0.95,35.59,0.81,0.82,7.36,1.92,0.17,0.77,0.19,0.15,0.33
B0026PI85G,1.0,i would like to learn english not spanishi was disappointed to learn that the audio cd was in spanish  that would have been nice to know before i bought the product instant immersial wrote on his leafletthis disc contains audio files that can be used on portable audio playercomputer and some car systems or home dvd playerswhat means some that would have been nice to know before i bought the product it does not work on my blue ray playeri can not explain more because of my english skillsi only liked the picture on the cover pretty women, instant immersion english levels  and  old version,13.99,0.6530612244897959,98.0,7.0,-11.08,98,1,18,14,1,10,1,1,15,98.0,98.0,7.0,14.0,18.0,14.0,0.7143,10.0,1.0,1.0,1.0,0.0714,15.0,1.0714,44,15,40,15,62,17,51,17,0.82,0.33,0.34,0.06,0.06,0.18,44,35,38.1,38.4,0.71,0.7,3.95,5.59,0.92,21.57,0.78,0.75,9.0,2.12,0.24,0.95,0.18,0.04,0.22
B00CICHW8G,5.0,the teacher in this program for microsoft excel access and outlook is good he knows his stuff but some of the others are so so for the price its ok dont go to anywhere and pay  for this when you can save  or so here depending on your total purchases here at amazon look i just want the most for my money this program will get you up and running in no time,mastering microsoft office  through  cpe ed   hours of video training tutorials for excel word powerpoint outlook access onenote and publisher dvdrom course,18.0,0.7808219178082192,73.0,9.125,22.76,73,1,10,8,1,5,1,3,10,73.0,73.0,9.125,8.0,10.0,8.0,0.625,5.0,1.0,1.0,3.0,0.375,10.0,1.25,34,8,28,7,39,8,29,7,0.74,0.24,0.24,0.0,0.0,0.0,34,34,34.0,34.0,0.87,0.87,3.85,5.44,0.96,42.48,0.97,1.0,8.0,2.0,0.28,0.93,0.21,0.03,0.24
B01F7RJHIQ,5.0,my computer did not come with microsoft office preinstalled as my older models were so i had to purchase and install this software  i have been very happy with the microsoft officehome and student that i purchased and hope that it will continue to be as helpful to me in the future as it is right now,microsoft office home and student  family pack  disc version,259.99,0.7543859649122807,57.0,8.142857142857142,30.54,57,1,9,7,1,6,1,3,5,57.0,57.0,8.1429,7.0,9.0,7.0,0.8571,6.0,1.0,1.0,3.0,0.4286,5.0,0.7143,27,5,21,5,35,6,25,6,0.71,0.24,0.19,0.25,0.5,0.5,27,27,27.0,27.0,0.77,0.77,3.23,4.56,0.93,21.15,0.84,0.88,6.12,1.75,0.28,0.89,0.24,0.04,0.28
B00004W62O,5.0,ok i  know those of u who shout me sux well u have to know the os in order to make it work and also there are resourses out there to help u do this me is a little finiky however the bugs all have fixes that have been put on the web sooo if u have a web connectioncable or dsl prefered then save those  on upgrading to xp till u have to i have all of windows different oss running on my  seperate computers and the hardest  in my book is ,microsoft windows millennium edition old version,89.99,0.6666666666666666,93.0,8.454545454545455,2.46,93,1,19,11,1,8,1,2,11,93.0,93.0,8.4545,11.0,19.0,11.0,0.7273,8.0,1.0,1.0,2.0,0.1818,11.0,1.0,41,14,36,14,56,19,43,19,0.77,0.44,0.34,0.27,1.07,0.73,41,36,37.3,37.8,0.73,0.72,3.87,5.48,0.92,22.57,0.84,0.93,13.07,2.56,0.33,0.84,0.14,0.07,0.21
B00MILM2FA,2.0,cd loaded okay but program stopped on the registration page  there was no next button  i had to go to the nolo website and hunt for a way to proceed  i finally found a patch and was able to move on  i havent started on the will but i completed the power of attorney and health directives with relative ease  hopefully the will software will be similar  reason for two stars is the startup hassle,quicken willmaker plus ,28.41,0.72,75.0,12.5,3.81,75,1,10,6,1,0,0,3,7,75.0,75.0,12.5,6.0,10.0,6.0,0.0,0.0,1.0,0.0,3.0,0.5,7.0,1.1667,39,14,37,14,45,14,39,14,0.87,0.36,0.36,0.0,0.0,0.0,39,39,39.0,39.0,0.87,0.87,4.11,5.81,0.96,43.98,0.95,1.0,8.0,2.0,0.21,0.95,0.18,0.05,0.23
0321719816,5.0,i have also taken a local community college online course on dreamweaver  training this video in comparison is quite a bit better in terms of the rich contents and course layout the video has  sections covering the key elements of  which allow the user to learn how to create a local web site from scratch and uploading it to the server each section is also broken down to several  minutes subsections which is just right in terms of the duration at the end of each section there is also a test available to make sure you get a good understanding of the materialsthere are also some other additional useful features such as realtime caption and bookmarks which allows us to jump to our favorite section easilyall in all this is a great product for the price,learn adobe dreamweaver  by video core training in web communication,35.23,0.6691176470588235,136.0,12.363636363636363,-58.11,136,1,15,11,1,10,1,3,22,136.0,136.0,12.3636,11.0,15.0,11.0,0.9091,10.0,1.0,1.0,3.0,0.2727,22.0,2.0,64,15,60,15,81,15,68,15,0.84,0.22,0.23,0.09,0.09,0.21,64,41,42.5,41.5,0.79,0.82,5.03,7.11,0.95,35.6,0.88,0.91,9.09,2.13,0.15,0.84,0.24,0.04,0.28
B01488541O,1.0,it is not as i expected  too simple and no room for you to add exceptions  no flexibility  no addition or alteration  i was trying to make my own living trust  it only allowing you to do health care simple power of attorney very simple will i used to have an old version of will maker a few years ago coming free with turbotax  the free one is much better than this one  i found it is wasting my money  i end up found one better for  on rocket lawyer website,quicken willmaker plus ,42.34,0.7252747252747253,91.0,11.375,-12.44,91,1,14,8,1,7,1,1,12,91.0,91.0,11.375,8.0,14.0,8.0,0.875,7.0,1.0,1.0,1.0,0.125,12.0,1.5,46,9,39,9,58,9,48,9,0.83,0.19,0.2,0.0,0.0,0.0,46,41,40.2,41.0,0.79,0.82,4.27,6.04,0.94,30.89,0.81,0.92,11.08,2.35,0.25,0.87,0.12,0.04,0.17
B00111A1BU,1.0,i had three old computers that needed to be scrubbed clean but this software failed on all three and i had to take them to a computer shop tech support is nonexistent for this product and to make matters worse they automatically renewed the software a year later a blank cd would do a better job at erasing your computer drive than this software save yourself the  and frustration stay away from this company,drivescrubber  up to  pcs,17.19,0.7567567567567568,24.666666666666668,9.25,13.29,74,1,11,8,3,3,2,1,5,74.0,24.6667,9.25,8.0,3.6667,2.6667,0.375,1.0,3.0,0.6667,0.3333,0.125,1.6667,0.625,35,9,31,8,42,9,36,8,0.86,0.22,0.26,0.27,0.82,0.64,35,35,35.0,35.0,0.83,0.83,3.82,5.4,0.95,33.28,0.86,1.0,11.0,2.35,0.31,0.76,0.19,0.03,0.22
B003VNCROU,5.0,dragon naturallyspeaking premium  works exactly as advertised  but i think the key is that you have to have the right system resources to run it properly  understanding the frustration of other users who have written reviews most of the issues can be addressed simply by looking at the system resources on the installation pc vs the system requirements of the software  as outlined in some of the other reviews this software is a serious memory hog  when premium  is active and in use system resources will jump up between  and  right off the top  if there are any other applications open such as microsoft outlook word etc this will most likely add to the frustration and sluggishness experienced  the more applications open the slower the pc will become depending on the ram and processor speed  before you purchase the software you should keep these things in mind  the hard drive space only requires about  gb  the key is going to be the ram  if you have between  and  gb of ram you will have a pretty good base and your best performance  installation can indeed be a little tricky  but if you have patience to work with it and ensure that other programs are not active at the time of installation there shouldnt be any problemsthe setup time for the initial use will take a bit  you have to create the profile by following the onscreen prompts set up the basic user settings and allow the system to comb through specific folders on your email as well as other documents so it can learn how you speak and dictate  the hardest part of this is being patient all good things take timeif you follow this bit of advice for these two things you will have an excellent experience with the software  ensure that your pc can handle the software by knowingreviewing the system requirements on the product  once the product is installed allow the software to do its job by performing all of the onscreen prompts and being patient enough to let it finishi hope this helps,dragon naturallyspeaking premium  old version,49.99,0.4956772334293948,,,-272.28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,33,115,32,198,43,163,42,0.82,0.26,0.26,0.21,1.88,0.97,128,38,40.0,42.7,0.65,0.84,6.43,9.1,0.92,27.84,0.71,0.91,35.37,4.21,0.24,0.63,0.15,0.04,0.18
B00EDSI7QO,1.0,i cant believe this product has anything but  star the other users must be microsoft employees seriously google this youll see this is the worst user interface ever made for a computer theres no logic to it theres no controlling it its utter and absolute garbage and its a shame microsoft can release something so terrible and not pay some sort of price for it  lemon,microsoft windows   full version,165.99,0.803030303030303,22.0,7.333333333333333,12.95,66,1,10,9,3,6,3,2,10,66.0,22.0,7.3333,9.0,3.3333,3.0,0.6667,2.0,3.0,1.0,0.6667,0.2222,3.3333,1.1111,37,13,32,13,41,15,35,15,0.85,0.43,0.35,0.33,1.33,0.82,37,37,37.0,37.0,0.9,0.9,4.09,5.78,0.97,58.34,0.91,0.92,10.08,2.25,0.31,0.94,0.17,0.03,0.2
B00FFINOWS,3.0,ive used turbo tax for a few years and its straight forward and easy to use  this years edition was more expensive and included an increased price for state efile  good luck trying to find the price of the state efile before purchasing turbo tax  i couldnt tell that anything was improved over last year so it may be worth paying someone to do my taxes next year instead of spending my own time doing them with turbotax,turbotax deluxe fed  efile  state  old version,202.08,0.7948717948717948,78.0,19.5,9.23,78,1,9,4,1,3,1,2,11,78.0,78.0,19.5,4.0,9.0,4.0,0.75,3.0,1.0,1.0,2.0,0.5,11.0,2.75,38,7,35,7,51,9,46,9,0.9,0.2,0.18,0.08,0.08,0.2,38,37,37.7,37.0,0.75,0.74,3.76,5.32,0.93,22.82,0.76,0.85,9.31,2.16,0.24,0.65,0.2,0.0,0.2
B00269D9LU,1.0,the old version of this worked just fine i would have given  stars  the new version does not allow us to enter the sales tax rates required by the state of minnesota and many other states  i have patiently waited for a version  so we can skip version  but its been  years and counting with no correction to this issue  weve been waiting to update our computer so we wont have to version  will not run on windows  and can wait no longer  this was once useful software but new limitations have made it unusable,myinvoices amp estimates deluxe,39.99,0.7157894736842105,95.0,10.555555555555555,-8.04,95,1,12,9,1,4,1,3,9,95.0,95.0,10.5556,9.0,12.0,9.0,0.4444,4.0,1.0,1.0,3.0,0.3333,9.0,1.0,44,12,38,11,59,12,47,11,0.8,0.23,0.27,0.33,1.67,0.91,44,38,37.9,37.9,0.75,0.76,4.05,5.73,0.93,24.61,0.81,0.87,11.27,2.37,0.28,0.71,0.17,0.04,0.21
B004KPKSRQ,5.0,ok here is the truth of it  ive been with mcafee for years and really never had a problem but it just wouldnt thoroughly clean and update my laptop and desk top  my wife is into pictures and was having clutter problems and i didnt have the answer  ive been seeing the advertisement for pc matic for several months but waited for my current mcafee subscription to expire and now im subscribed to pc matic  now so far im very pleased it was very easy to install and so far  it has worked really well on cleaning up the clutter especially on the wifes computer  i cant attest to the programs ability on viruss and malware that will come to pass later im sure  this is a very good product and i have no complaints as of this review,pc pitstop pc matic download ,49.99,0.6330935251798561,46.333333333333336,17.375,-52.7,139,1,14,8,3,4,2,7,13,139.0,46.3333,17.375,8.0,4.6667,2.6667,0.5,1.3333,3.0,0.6667,2.3333,0.875,4.3333,1.625,63,23,55,23,91,30,71,30,0.78,0.42,0.37,0.43,2.57,1.13,63,38,40.1,39.1,0.69,0.76,4.67,6.6,0.92,24.03,0.77,1.0,14.0,2.65,0.2,0.84,0.18,0.08,0.27
B00006FI0Z,2.0,installed sys wks   personal firewall  bundle my system became unstable wrote  to my hd  did a clean dos install of everything  still errors tried another clean install  same result tried again  same wiped the hd again  reinstalled sftwe using my old version of sys wks  everthing is stable again whom do i contact to get a refund for ,norton systemworks ,13.38,0.7586206896551724,58.0,9.666666666666666,12.61,58,1,12,6,1,3,1,0,8,58.0,58.0,9.6667,6.0,12.0,6.0,0.5,3.0,1.0,1.0,0.0,0.0,8.0,1.3333,34,14,32,14,45,18,41,18,0.91,0.44,0.41,0.31,1.23,0.78,34,34,34.0,34.0,0.76,0.76,3.58,5.07,0.93,22.45,0.78,0.85,9.31,2.16,0.27,0.88,0.2,0.02,0.22
B00DQAJR64,5.0,this program worked great  transferred all my contacts pictures videos  apps from my old samsung galaxy to my new galaxy one caution though on the first time connecting to each phone the initial install of the drivers  the mobile go software seems to finish but it said there was an error connecting to each phone however once you disconnect the usb cable and then reconnect the phones connected properly and worked good the program also has helpful reminders and instructions on how to turn on your phones usb developer mode to allow the drivers to be installed  how to enable unknown sources to allow your apps to be installed from your old phone to your new phone,wondershare mobiletrans download,39.95,0.6153846153846154,117.0,16.714285714285715,-30.37,117,1,16,7,1,6,1,3,17,117.0,117.0,16.7143,7.0,16.0,7.0,0.8571,6.0,1.0,1.0,3.0,0.4286,17.0,2.4286,50,18,45,18,69,24,62,24,0.9,0.39,0.36,0.22,0.89,0.67,50,43,38.6,41.1,0.72,0.86,4.26,6.02,0.92,24.17,0.73,0.72,9.39,2.17,0.21,0.68,0.18,0.03,0.21
B00753G5CM,5.0,i love this software for its amazing functionality i have used other ocr programs such as pdfpen and this runs rings around it the ability to simply draw a box around an area and designate it as a table hit one button and export to excel far exceeds the capabilities of any other software i have used it will take a shot at automatically zoning each page into text graphics table zones  etc but this is easily overridden if you prefer or want different blocksit is now my favorite ocr tool by far one nice feature is that each page in the pdf becomes a new tab in the excel file thus it is easy to go back and forth when comparing the ocr version and the original you can of course resave the pdf with selectable text if you want to work in pdf tools such as acrobat or save as word etcas far as readiris customer support i have good things to say i could not get the activation process to work at all they gave me several things to try quickly though they gave me another download link and a new serial number and all was wellif your work requires you to handle multipage documents  where each page could be columns graphics tables etc this program will be a big help to youi received this software bundled with my hp scannerprinter i am not affiliated with the company in any way,readiris pro  for mac mac,3.8,0.6024590163934426,,,-159.27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,35,95,34,146,42,126,41,0.86,0.33,0.34,0.27,2.45,1.11,103,42,42.6,43.6,0.71,0.85,6.03,8.52,0.93,30.92,0.75,0.88,25.48,3.57,0.23,0.77,0.17,0.02,0.2
B002DHGM50,5.0,i upgraded my new toshiba tablet from xp pro  to windows  pro   i did a wipe since it was a new laptop  it was by far the best windows upgrade experience ive had  i did have to boot from the dvd but after finding how to change the priority on the laptop it worked great  even more surprising was how well the online updates worked after the upgrade completed  so far i am pretty impressed with windows ,microsoft windows  professional upgrade old version,217.11,0.6493506493506493,77.0,7.7,1.78,77,1,13,10,1,9,1,0,9,77.0,77.0,7.7,10.0,13.0,10.0,0.9,9.0,1.0,1.0,0.0,0.0,9.0,0.9,34,14,30,14,48,17,40,17,0.83,0.42,0.41,0.36,1.45,0.85,34,34,34.0,34.0,0.71,0.71,3.47,4.91,0.91,18.87,0.75,0.82,7.36,1.92,0.23,0.79,0.23,0.1,0.33
B0000CO2UX,5.0,having owned a number of inexpensive desktop planetariums this one stands out in terms of visual display  the star brightness and contrast are the best ive seen on a computer  only direct viewing from a dark sky sight would be better  others such as red shift and distant suns each have their own strong points but night sky explorer stands on its own merits,imaginova night sky explorer,14.99,0.859375,64.0,10.666666666666666,23.44,64,1,7,6,1,2,1,2,13,64.0,64.0,10.6667,6.0,7.0,6.0,0.3333,2.0,1.0,1.0,2.0,0.3333,13.0,2.1667,37,10,34,10,43,10,38,10,0.88,0.26,0.27,0.0,0.0,0.0,37,37,37.0,37.0,0.86,0.86,3.99,5.64,0.96,40.88,0.89,0.8,3.2,1.26,0.11,0.95,0.32,0.03,0.34
B003VNCROU,1.0,i was just about to order dragon  but after reading the reviews i decided not to buy it there were a few reviews that stated that they use windows  speech recognition program it works great so thank you to those who wrote about the built in program you saved me a ton of money and the risk of my new computer crashing,dragon naturallyspeaking premium  old version,49.99,0.7903225806451613,20.666666666666668,6.888888888888889,33.93,62,1,13,9,3,7,2,0,10,62.0,20.6667,6.8889,9.0,4.3333,3.0,0.7778,2.3333,3.0,0.6667,0.0,0.0,3.3333,1.1111,31,4,27,4,35,4,30,4,0.86,0.13,0.13,0.0,0.0,0.0,31,31,31.0,31.0,0.89,0.89,3.71,5.24,0.97,45.23,0.9,1.0,8.0,2.0,0.27,0.81,0.17,0.03,0.2
B01617VPUY,1.0,i have used turbo tax for many years this year i typed in my healthcare information provided by obama care website  i found out this info was incorrect when i got the  in the mail i went thru the program and entered everything  as directed turbo tax did not recognize i did not have all the information it did not tell me that i made too much money it stopped filling out the  form at line   reviewed my information and said i was getting a refund turbo tax then filed my taxes without the  form and the irs sent a letter telling me i need to send in a  and a revised second page of my  i am not blaming turbo tax for me making too much money but they should have recognized that i did not have everything correct before filing a false tax form i called customer service and they said when i fill out the survey of the phone call i can place a formal complaint the customer service rep could not send in a report i wrote everything down in the survey and have heard nothing from turbo tax,turbotax deluxe  federal  state taxes  fed efile tax preparation software  pcmacdisc old version,15.99,0.538860103626943,193.0,8.041666666666666,-107.51,193,1,29,24,1,14,1,4,23,193.0,193.0,8.0417,24.0,29.0,24.0,0.5833,14.0,1.0,1.0,4.0,0.1667,23.0,0.9583,67,14,62,14,129,18,111,18,0.86,0.16,0.21,0.0,0.0,0.0,67,35,34.9,35.7,0.52,0.7,4.17,5.9,0.87,15.66,0.56,0.66,15.11,2.75,0.21,0.49,0.09,0.02,0.11
B006085KLA,2.0,they gave me a support number before i even got the product this should have been my first clue despite  tries it would not load and continued to freeze up my pc maybe will try it on the laptop but then will not get the intended use from it,speedy organizer quotthe digital file cabinet for windowsquot,29.0,0.8571428571428571,49.0,9.8,55.58,49,1,6,5,1,4,1,2,5,49.0,49.0,9.8,5.0,6.0,5.0,0.8,4.0,1.0,1.0,2.0,0.4,5.0,1.0,23,4,18,4,26,4,20,4,0.77,0.2,0.17,0.12,0.12,0.25,23,23,23.0,23.0,0.88,0.88,3.19,4.51,0.96,37.6,0.9,0.88,6.12,1.75,0.35,1.0,0.1,0.1,0.2
B005IIUFYU,5.0,if you already know printmaster this is a great deal  this program does so much that it takes a while to learn all its functions but i have always loved the program  i have an older version that would not work on my windows  and up systems  therefore when i bought this i was already up to speed on most of the functions,broderbund printmaster ,1.96,0.7619047619047619,inf,7.0,32.91,63,1,11,9,0,7,0,0,8,63.0,0.0,7.0,9.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.8889,28,1,21,1,37,1,26,1,0.7,0.04,0.04,0.0,0.0,0.0,28,28,28.0,28.0,0.76,0.76,3.25,4.6,0.92,20.32,0.81,1.0,8.0,2.0,0.31,0.69,0.19,0.0,0.19
B00004T2UM,1.0,the seller said it would work on a mac  it does not work on a mac i recently switched to mac and was hoping that this product worked  on the case of the disk it says its for windows   and nt  compatible also it says it on the disk  someone is misleading on this product,legal forms amp guide   ,23.75,0.6363636363636364,55.0,6.875,32.57,55,1,9,8,1,3,1,2,5,55.0,55.0,6.875,8.0,9.0,8.0,0.375,3.0,1.0,1.0,2.0,0.25,5.0,0.625,20,7,17,7,29,10,25,10,0.86,0.4,0.35,0.27,0.82,0.64,20,20,20.0,20.0,0.69,0.69,2.63,3.71,0.89,13.25,0.68,0.64,4.45,1.49,0.28,0.77,0.0,0.04,0.04
B005HTIWJ0,5.0,years ago i used to edit video professionally using avid mediacomposer and after effects  i also had some experience with final cut pro near the end of that work  i then moved on to other things professionally and have not had the need to do any serious editing since then  i recently decided to cut my own home videos and needed to buy an editing solution  i looked for an avid solution since that is what i was experienced with but the company was essentially gone knocked off by apples final cut pro largely and while the software is still available it was very expensive and long in the tooth  final cut seemed the obvious solution but it is going a new direction as well and professional editors are vocally disappointed with it these days late  early   so i looked around at the consumer programs not expecting to find anything worthwhile  i was surprised by the available feature in videostudio pro ultimate and decided that for  i wouldnt lose too much my old avid rig cost near  just for the software  my expectations were still low but when the software arrived i was delighted to find out that it worked very well  i still havent had a crash   system  shocking  of course there are things that i could do on avid and final cut that cant be done on this software at least i havent found a way but that isnt surprising  it can do a lot and it works well even for longform videos  it doesnt bog down and it is pretty fast  the integration with dvdblue ray mastering is surprisingly niceas others have said the software is very intuitive  i was used to a keyboardbased editor which is fabulous when you are on deadline  a rapid way to work  but it has a really steep learning curve  the corel system is very visual and easy to understandevery time i use the system i am again surprised by the priceperformance  a great bargain,corel videostudio pro  ultimate old version,32.99,0.5389221556886228,,,-259.08,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,43,117,43,222,52,184,52,0.83,0.28,0.34,0.17,1.36,0.83,127,35,38.7,39.5,0.57,0.77,6.03,8.52,0.9,22.7,0.64,0.64,19.15,3.09,0.16,0.66,0.17,0.1,0.27
B00006CFAV,5.0,as a new business developer i was searching for an easy to use tool to help me plan my business business plan pro  definitely was what i needed i wasnt sure where to start but the programs wizards stepped me through the process the sample plans were extremely helpful and to be able to pull everything into quickbooks was fantastic thank you palo alto,business plan pro ,29.99,0.78125,inf,9.142857142857142,23.44,64,1,11,7,0,7,0,1,7,64.0,0.0,9.1429,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1429,0.0,1.0,32,10,31,10,42,10,37,10,0.88,0.27,0.31,0.27,0.82,0.64,32,32,32.0,32.0,0.76,0.76,3.49,4.94,0.93,22.31,0.84,1.0,11.0,2.35,0.3,0.78,0.16,0.05,0.22
